lecture_year,semester,professor_name,subject_name,division_code,lecture_place,capacity,language,is_english,note,syllabus_url,created_at,subject_code
2025,1,고한얼,확률및랜덤변수(컴퓨터공학과),EE211-04,전211-1,70,영어(부분),TRUE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=058525&p_code=EE21104&p_subjt=EE211&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724137398,2025-05-27 14:25,EE211
2025,1,김정욱,캡스톤디자인,CSE406-10,B09,8,한국어,FALSE,선수과목:디자인적사고 / 3학년 2학기부터 수강허용 OT 개별교수님 안내에 따름,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=058974&p_code=CSE40610&p_subjt=CSE406&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724138412,2025-05-27 14:25,CSE406
2025,1,김정욱,컴퓨터구조,CSE203-00,B09,120,영어(부분),TRUE,선수과목: 논리회로,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=058974&p_code=CSE20300&p_subjt=CSE203&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724139452,2025-05-27 14:25,CSE203
2025,1,김정욱,소프트웨어공학,CSE327-00,B09,120,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=058974&p_code=CSE32700&p_subjt=CSE327&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724140517,2025-05-27 14:25,CSE327
2025,1,정연모,논리회로(컴퓨터공학과),EE209-00,전220,50,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059482&p_code=EE20900&p_subjt=EE209&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724141513,2025-05-27 14:25,EE209
2025,1,허선영,캡스톤디자인,CSE406-13,B09,10,한국어,FALSE,선수과목:디자인적사고 / 3학년 2학기부터 수강허용 OT 개별교수님 안내에 따름,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059667&p_code=CSE40613&p_subjt=CSE406&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724142725,2025-05-27 14:25,CSE406
2025,1,허선영,독립심화학습1(컴퓨터공학),CSE495-09,,1,한국어,FALSE,지도교수를 통해 별도로 신청한 학생들만 신청 가능(김*현),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059667&p_code=CSE49509&p_subjt=CSE495&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724143661,2025-05-27 14:25,CSE495
2025,1,허선영,컴파일러,CSE322-00,B06,50,영어(부분),TRUE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059667&p_code=CSE32200&p_subjt=CSE322&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724144504,2025-05-27 14:25,CSE322
2025,1,허선영,운영체제,CSE301-00,B09,98,영어(부분),TRUE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059667&p_code=CSE30100&p_subjt=CSE301&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724145299,2025-05-27 14:25,CSE301
2025,1,최기호,신호와시스템(컴퓨터공학과),EE210-02,전227,60,영어(부분),TRUE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059930&p_code=EE21002&p_subjt=EE210&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724146059,2025-05-27 14:25,EE210
2025,1,장대희,정보보호,CSE423-00,B01,40,영어(부분),TRUE,웹보안 내용 많이 포함,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059932&p_code=CSE42300&p_subjt=CSE423&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724147083,2025-05-27 14:25,CSE423
2025,1,장대희,캡스톤디자인,CSE406-12,B09,9,한국어,FALSE,선수과목:디자인적사고 / 3학년 2학기부터 수강허용 OT 개별교수님 안내에 따름,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059932&p_code=CSE40612&p_subjt=CSE406&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724148100,2025-05-27 14:25,CSE406
2025,1,장대희,독립심화학습1(컴퓨터공학),CSE495-00,,1,한국어,FALSE,지도교수를 통해 별도로 신청한 학생들만 신청 가능(윤*찬),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059932&p_code=CSE49500&p_subjt=CSE495&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724149025,2025-05-27 14:25,CSE495
2025,1,박제만,자료구조,CSE204-02,전205,149,영어(부분),TRUE,객체지향프로그래밍 선이수 필요 / 본인 노트북으로 실습 (필요시 대여 가능),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=061420&p_code=CSE20402&p_subjt=CSE204&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724149760,2025-05-27 14:25,CSE204
2025,1,박제만,소프트웨어융합보안(컴퓨터공학과),SWCON496-00,전103,40,영어(부분),TRUE,"운영체제, 컴퓨터구조 선이수 권장",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=061420&p_code=SWCON49600&p_subjt=SWCON496&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724150563,2025-05-27 14:25,SWCON496
2025,1,조명아,웹/파이선프로그래밍(컴퓨터공학과),SWCON104-02,멀112,150,영어(부분),TRUE,본인 노트북으로 실습 (필요시 대여 가능),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=061421&p_code=SWCON10402&p_subjt=SWCON104&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724151326,2025-05-27 14:25,SWCON104
2025,1,조명아,인공지능과게임프로그래밍(컴퓨터공학과),SWCON491-00,멀112,60,영어(부분),TRUE,본인 노트북으로 실습 (필요시 대여 가능) / 선수과목: 객체지향프로그래밍&선형대수,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=061421&p_code=SWCON49100&p_subjt=SWCON491&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724152247,2025-05-27 14:25,SWCON491
2025,1,조명아,디자인적사고(컴퓨터공학과),SWCON103-01,멀112,50,한국어,FALSE,본인 노트북으로 실습 (필요시 대여 가능) / 디자인소프트웨어 마이크로디그리 교과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=061421&p_code=SWCON10301&p_subjt=SWCON103&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724153042,2025-05-27 14:25,SWCON103
2025,1,김정현,블록체인프로젝트,CSE4100-00,B06,50,한국어,FALSE,산학필수 과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=061910&p_code=CSE410000&p_subjt=CSE4100&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724153808,2025-05-27 14:25,CSE4100
2025,1,이동현,SW스타트업비즈니스,CSE330-00,글405,60,한국어,FALSE,산학필수 과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=062077&p_code=CSE33000&p_subjt=CSE330&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724154821,2025-05-27 14:25,CSE330
2025,1,성무진,캡스톤디자인,CSE406-14,B09,8,한국어,FALSE,선수과목:디자인적사고 / 3학년 2학기부터 수강허용 OT 개별교수님 안내에 따름,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=062134&p_code=CSE40614&p_subjt=CSE406&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724155824,2025-05-27 14:25,CSE406
2025,1,성무진,연구연수활동1(컴퓨터공학),CSE496-06,,1,한국어,FALSE,지도교수를 통해 별도로 신청한 학생들만 신청 가능(정*서),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=062134&p_code=CSE49606&p_subjt=CSE496&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724156841,2025-05-27 14:25,CSE496
2025,1,성무진,알고리즘,CSE304-02,B06,50,한국어,FALSE,선수과목:자료구조 / 본인 노트북으로 실습(필요시 대여 가능),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=062134&p_code=CSE30402&p_subjt=CSE304&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724157712,2025-05-27 14:25,CSE304
2025,1,박정환,논리회로(컴퓨터공학과),EE209-01,전220,55,영어(부분),TRUE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=062135&p_code=EE20901&p_subjt=EE209&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724158607,2025-05-27 14:25,EE209
2025,1,박철준,이산구조,CSE201-00,B07,70,영어(부분),TRUE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=063365&p_code=CSE20100&p_subjt=CSE201&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724159359,2025-05-27 14:25,CSE201
2025,1,박철준,알고리즘,CSE304-01,B01,54,한국어,FALSE,선수과목:자료구조 / 본인 노트북으로 실습(필요시 대여 가능),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=063365&p_code=CSE30401&p_subjt=CSE304&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724160153,2025-05-27 14:25,CSE304
2025,1,최경식,이산구조,CSE201-01,B07,70,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=063929&p_code=CSE20101&p_subjt=CSE201&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724161013,2025-05-27 14:25,CSE201
2025,1,길태현,논리회로(컴퓨터공학과),EE209-03,전136,55,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=063976&p_code=EE20903&p_subjt=EE209&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724161824,2025-05-27 14:25,EE209
2025,1,김수현,고급딥러닝(컴퓨터공학과),AI3001-00,전103,60,영어(부분),TRUE,인공지능 실전 마이크로디그리 과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=064244&p_code=AI300100&p_subjt=AI3001&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724162653,2025-05-27 14:25,AI3001
2025,1,박지연,선형대수,AMTH1004-06,전102,50,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=000558&p_code=AMTH100406&p_subjt=AMTH1004&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408303419,2025-05-28 5:03,AMTH1004
2025,1,박지연,선형대수,AMTH1004-07,전102,50,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=000558&p_code=AMTH100407&p_subjt=AMTH1004&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408303901,2025-05-28 5:03,AMTH1004
2025,1,차준심,미분적분학,AMTH1009-22,전101,50,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=002467&p_code=AMTH100922&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408304352,2025-05-28 5:03,AMTH1009
2025,1,차준심,미분적분학,AMTH1009-23,전101,50,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=002467&p_code=AMTH100923&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408304790,2025-05-28 5:03,AMTH1009
2025,1,박정준,미분적분학,AMTH1009-16,멀704,45,한국어,FALSE,응용화학과 신입생 우선배정강좌,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=002642&p_code=AMTH100916&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408305218,2025-05-28 5:03,AMTH1009
2025,1,박정준,미분적분학,AMTH1009-17,멀408,45,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=002642&p_code=AMTH100917&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408305765,2025-05-28 5:03,AMTH1009
2025,1,박정준,미분적분학,AMTH1009-31,멀408,45,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=002642&p_code=AMTH100931&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408306350,2025-05-28 5:03,AMTH1009
2025,1,최진혁,미분적분학,AMTH1009-26,멀107,45,한국어,FALSE,응용화학과 신입생 우선배정강좌,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=002834&p_code=AMTH100926&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408306799,2025-05-28 5:03,AMTH1009
2025,1,최진혁,미분적분학,AMTH1009-27,멀107,45,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=002834&p_code=AMTH100927&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408307267,2025-05-28 5:03,AMTH1009
2025,1,백옥분,통계학,AMTH1005-00,멀107,40,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=005926&p_code=AMTH100500&p_subjt=AMTH1005&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408307792,2025-05-28 5:03,AMTH1005
2025,1,백옥분,통계학,AMTH1005-01,멀107,40,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=005926&p_code=AMTH100501&p_subjt=AMTH1005&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408308269,2025-05-28 5:03,AMTH1005
2025,1,김관혁,미분적분학,AMTH1009-02,전101,50,한국어,FALSE,우주과학과 신입생 우선배정강좌,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=006496&p_code=AMTH100902&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408308839,2025-05-28 5:03,AMTH1009
2025,1,김원주,미분적분학,AMTH1009-07,멀107,45,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=013651&p_code=AMTH100907&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408309282,2025-05-28 5:03,AMTH1009
2025,1,김원주,미분적분학,AMTH1009-08,멀404,45,한국어,FALSE,응용화학과 신입생 우선배정강좌,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=013651&p_code=AMTH100908&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408309770,2025-05-28 5:03,AMTH1009
2025,1,김현수,선형대수,AMTH1004-11,전102,40,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=020248&p_code=AMTH100411&p_subjt=AMTH1004&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408310201,2025-05-28 5:03,AMTH1004
2025,1,김현수,선형대수,AMTH1004-01,전102,50,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=020248&p_code=AMTH100401&p_subjt=AMTH1004&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408310632,2025-05-28 5:03,AMTH1004
2025,1,김현수,선형대수,AMTH1004-02,전102,50,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=020248&p_code=AMTH100402&p_subjt=AMTH1004&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408311074,2025-05-28 5:03,AMTH1004
2025,1,배재형,선형대수,AMTH1004-08,멀404,45,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=023213&p_code=AMTH100408&p_subjt=AMTH1004&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408311490,2025-05-28 5:03,AMTH1004
2025,1,한창용,미분적분학,AMTH1009-28,전205,140,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=025246&p_code=AMTH100928&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408311901,2025-05-28 5:03,AMTH1009
2025,1,남궁윤미,선형대수,AMTH1004-03,전102,50,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=026834&p_code=AMTH100403&p_subjt=AMTH1004&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408312372,2025-05-28 5:03,AMTH1004
2025,1,남궁윤미,선형대수,AMTH1004-04,전223,40,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=026834&p_code=AMTH100404&p_subjt=AMTH1004&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408312884,2025-05-28 5:03,AMTH1004
2025,1,남궁윤미,미분적분학,AMTH1009-30,전223,40,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=026834&p_code=AMTH100930&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408313317,2025-05-28 5:03,AMTH1009
2025,1,최용빈,미분적분학,AMTH1009-33,멀405,45,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=030368&p_code=AMTH100933&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408313755,2025-05-28 5:03,AMTH1009
2025,1,최용빈,미분적분학,AMTH1009-24,전101,50,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=030368&p_code=AMTH100924&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408314188,2025-05-28 5:03,AMTH1009
2025,1,최용빈,미분적분학,AMTH1009-25,전101,50,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=030368&p_code=AMTH100925&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408314637,2025-05-28 5:03,AMTH1009
2025,1,박정주,미분적분학,AMTH1009-14,전101,50,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=030369&p_code=AMTH100914&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408315070,2025-05-28 5:03,AMTH1009
2025,1,박정주,미분적분학,AMTH1009-15,전101,50,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=030369&p_code=AMTH100915&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408315525,2025-05-28 5:03,AMTH1009
2025,1,김정산,미분적분학,AMTH1009-09,전221,40,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=042470&p_code=AMTH100909&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408316114,2025-05-28 5:03,AMTH1009
2025,1,최선호,미분적분학,AMTH1009-00,전221,40,한국어,FALSE,응용수학과 신입생 우선배정강좌,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=044201&p_code=AMTH100900&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408316568,2025-05-28 5:03,AMTH1009
2025,1,최선호,미분적분학,AMTH1009-01,전221,40,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=044201&p_code=AMTH100901&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408317033,2025-05-28 5:03,AMTH1009
2025,1,박명진,선형대수,AMTH1004-05,멀408,45,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=046767&p_code=AMTH100405&p_subjt=AMTH1004&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408317466,2025-05-28 5:03,AMTH1004
2025,1,이진,선형대수,AMTH1004-09,멀107,45,한국어,FALSE,우주과학과 신입생 우선배정강좌,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=051042&p_code=AMTH100409&p_subjt=AMTH1004&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408318035,2025-05-28 5:03,AMTH1004
2025,1,이진,선형대수,AMTH1004-10,멀107,45,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=051042&p_code=AMTH100410&p_subjt=AMTH1004&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408318483,2025-05-28 5:03,AMTH1004
2025,1,손수진,미분적분학,AMTH1009-18,멀404,45,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=051874&p_code=AMTH100918&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408318957,2025-05-28 5:03,AMTH1009
2025,1,손수진,미분적분학,AMTH1009-19,멀404,45,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=051874&p_code=AMTH100919&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408319418,2025-05-28 5:03,AMTH1009
2025,1,손수진,미분적분학,AMTH1009-32,멀404,45,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=051874&p_code=AMTH100932&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408319833,2025-05-28 5:03,AMTH1009
2025,1,남윤,미분적분학,AMTH1009-12,전221,40,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=051876&p_code=AMTH100912&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408320255,2025-05-28 5:03,AMTH1009
2025,1,남윤,미분적분학,AMTH1009-13,전223,40,한국어,FALSE,응용물리학과 신입생 우선배정강좌,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=051876&p_code=AMTH100913&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408320705,2025-05-28 5:03,AMTH1009
2025,1,김수현,미분적분학,AMTH1009-05,전223,40,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=051878&p_code=AMTH100905&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408321142,2025-05-28 5:03,AMTH1009
2025,1,김수현,미분적분학,AMTH1009-06,전223,40,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=051878&p_code=AMTH100906&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408321667,2025-05-28 5:03,AMTH1009
2025,1,박준표,선형대수,AMTH1004-00,전101,50,한국어,FALSE,응용수학과 신입생 우선배정강좌,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055075&p_code=AMTH100400&p_subjt=AMTH1004&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408322199,2025-05-28 5:03,AMTH1004
2025,1,김병학,미분적분학,AMTH1009-03,전223,40,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=058471&p_code=AMTH100903&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408322651,2025-05-28 5:03,AMTH1009
2025,1,김병학,미분적분학,AMTH1009-04,전101,50,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=058471&p_code=AMTH100904&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408323105,2025-05-28 5:03,AMTH1009
2025,1,나광수,미분적분학,AMTH1009-29,전102,50,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059633&p_code=AMTH100929&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408323651,2025-05-28 5:03,AMTH1009
2025,1,나광수,미분적분학,AMTH1009-10,멀107,45,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059633&p_code=AMTH100910&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408324201,2025-05-28 5:03,AMTH1009
2025,1,나광수,미분적분학,AMTH1009-11,멀107,45,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059633&p_code=AMTH100911&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408324666,2025-05-28 5:03,AMTH1009
2025,1,신혜선,미분적분학,AMTH1009-20,전221,40,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059634&p_code=AMTH100920&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408325084,2025-05-28 5:03,AMTH1009
2025,1,신혜선,미분적분학,AMTH1009-21,전221,40,한국어,FALSE,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059634&p_code=AMTH100921&p_subjt=AMTH1009&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408325534,2025-05-28 5:03,AMTH1009
2025,1,이호선,물리학및실험1,APHY1002-04,멀403,25,한국어,FALSE,"응용화학과 우선배정강좌, 실험수업 302호",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=010467&p_code=APHY100204&p_subjt=APHY1002&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408336375,2025-05-28 5:03,APHY1002
2025,1,이호선,물리학및실험1,APHY1002-05,멀403,25,한국어,FALSE,"응용화학과 우선배정강좌, 실험수업 304호",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=010467&p_code=APHY100205&p_subjt=APHY1002&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408336801,2025-05-28 5:03,APHY1002
2025,1,임대영,물리학및실험1,APHY1002-02,멀403,25,한국어,FALSE,실험수업 302호,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=024579&p_code=APHY100202&p_subjt=APHY1002&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1748408337218,2025-05-28 5:03,APHY1002
