lecture_year,semester,campus,course_no,title,target_year,capacity,professor,credit,time_place,language,is_english,note,syllabus_url
2025,1,국제,CSE406-04,캡스톤디자인,4,14,강선무,3.0,월 19:00-21:45 (B09),,False,선수과목:디자인적사고 / 3학년 2학기부터 수강허용 OT 개별교수님 안내에 따름,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=043181&p_code=CSE40604&p_subjt=CSE406&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724094538
2025,1,국제,CSE438-00,최신기술콜로키움1,4,154,진성욱,2.0,금 10:00-11:50 (전205),,False,산학필수 과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=045483&p_code=CSE43800&p_subjt=CSE438&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724096548
2025,1,국제,CSE406-06,캡스톤디자인,4,8,배성호,3.0,월 19:00-21:45 (B09),,False,선수과목:디자인적사고 / 3학년 2학기부터 수강허용 OT 개별교수님 안내에 따름,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=047387&p_code=CSE40606&p_subjt=CSE406&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724098569
2025,1,국제,CSE496-02,연구연수활동1(컴퓨터공학),4,1,배성호,1.0,토 09:00-10:50 (),,False,지도교수를 통해 별도로 신청한 학생들만 신청 가능(이*성),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=047387&p_code=CSE49602&p_subjt=CSE496&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724100583
2025,1,국제,CSE496-04,연구연수활동1(컴퓨터공학),4,1,배성호,1.0,토 09:00-10:50 (),,False,지도교수를 통해 별도로 신청한 학생들만 신청 가능(김*범),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=047387&p_code=CSE49604&p_subjt=CSE496&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724102601
2025,1,국제,CSE496-05,연구연수활동1(컴퓨터공학),4,1,배성호,1.0,토 09:00-10:50 (),,False,지도교수를 통해 별도로 신청한 학생들만 신청 가능(김*건),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=047387&p_code=CSE49605&p_subjt=CSE496&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724104634
2025,1,국제,CSE496-00,연구연수활동1(컴퓨터공학),4,1,배성호,1.0,토 09:00-10:50 (),,False,지도교수를 통해 별도로 신청한 학생들만 신청 가능(엄*진),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=047387&p_code=CSE49600&p_subjt=CSE496&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724106639
2025,1,국제,CSE496-03,연구연수활동1(컴퓨터공학),4,1,배성호,1.0,토 09:00-10:50 (),,False,지도교수를 통해 별도로 신청한 학생들만 신청 가능(이*수),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=047387&p_code=CSE49603&p_subjt=CSE496&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724108682
2025,1,국제,CSE495-07,독립심화학습1(컴퓨터공학),4,1,배성호,3.0,토 09:00-11:45 (),,False,지도교수를 통해 별도로 신청한 학생들만 신청 가능(LU*),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=047387&p_code=CSE49507&p_subjt=CSE495&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724110707
2025,1,국제,CSE495-06,독립심화학습1(컴퓨터공학),4,1,배성호,3.0,토 12:00-14:45 (),,False,지도교수를 통해 별도로 신청한 학생들만 신청 가능(김*범),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=047387&p_code=CSE49506&p_subjt=CSE495&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724112724
2025,1,국제,CSE495-01,독립심화학습1(컴퓨터공학),4,1,배성호,3.0,토 12:00-14:45 (),,False,지도교수를 통해 별도로 신청한 학생들만 신청 가능(엄*진),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=047387&p_code=CSE49501&p_subjt=CSE495&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724114731
2025,1,국제,CSE495-05,독립심화학습1(컴퓨터공학),4,1,배성호,3.0,토 12:00-14:45 (),,False,지도교수를 통해 별도로 신청한 학생들만 신청 가능(이*수),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=047387&p_code=CSE49505&p_subjt=CSE495&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724116750
2025,1,국제,CSE331-00,딥러닝,3,60,배성호,3.0,"화 10:30-11:45 (전136)
목 10:30-11:45 (전136)",영어(부분),True,인공지능이론 마이크로디그리 교과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=047387&p_code=CSE33100&p_subjt=CSE331&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724118763
2025,1,국제,CSE335-00,클라우드컴퓨팅,3,65,김재홍,3.0,목 09:00-11:45 (글405),,False,산학필수 과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=047818&p_code=CSE33500&p_subjt=CSE335&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724119587
2025,1,국제,CSE302-01,컴퓨터네트워크,3,44,김정윤,3.0,금 09:00-11:45 (전137),,False,본인 노트북으로 실습 (필요시 대여 가능),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=049571&p_code=CSE30201&p_subjt=CSE302&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724120197
2025,1,국제,CSE444-00,AIoT네트워크,4,40,김정윤,3.0,금 13:30-16:15 (137),,False,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=049571&p_code=CSE44400&p_subjt=CSE444&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724120784
2025,1,국제,CSE406-00,캡스톤디자인,4,8,김휘용,3.0,월 19:00-21:45 (B09),,False,선수과목:디자인적사고 / 3학년 2학기부터 수강허용 OT 개별교수님 안내에 따름,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=052980&p_code=CSE40600&p_subjt=CSE406&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724121565
2025,1,국제,CSE495-03,독립심화학습1(컴퓨터공학),3,1,김휘용,3.0,토 09:00-11:45 (),,False,지도교수를 통해 별도로 신청한 학생들만 신청 가능(김*욱),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=052980&p_code=CSE49503&p_subjt=CSE495&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724122269
2025,1,국제,CSE426-00,영상처리,4,60,김휘용,3.0,"화 13:30-14:45 (전103)
목 13:30-14:45 (전103)",영어(부분),True,XR입출력기술 마이크로디그리 교과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=052980&p_code=CSE42600&p_subjt=CSE426&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724122977
2025,1,국제,SWCON253-01,기계학습(컴퓨터공학과),2,80,김휘용,3.0,"화 15:00-16:15 (B09)
목 15:00-16:15 (B09)",영어(부분),True,"* 필수 선이수 교과: 웹/파이선프로그래밍, 미적분학, 선형대수 / * 권장 선이수 교과: 확률및랜덤변수, 인공지능수학, 인공지능프로그래밍 / 인공지능이론 마이크로디고리 과목명",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=052980&p_code=SWCON25301&p_subjt=SWCON253&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724123751
2025,1,국제,CSE305-01,데이터베이스,3,54,김태연,3.0,"화 10:30-11:45 (B01)
목 10:30-11:45 (B01)",,False,본인 노트북으로 실습 (필요시 대여 가능),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=053197&p_code=CSE30501&p_subjt=CSE305&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724124350
2025,1,국제,SWCON253-00,기계학습(컴퓨터공학과),2,60,이원희,3.0,"화 10:30-11:45 (B09)
목 10:30-11:45 (B09)",영어(부분),True,"* 필수 선이수 교과: 웹/파이선프로그래밍, 미적분학, 선형대수 / * 권장 선이수 교과: 확률및랜덤변수, 인공지능수학, 인공지능프로그래밍 / 인공지능이론 마이크로디고리 과목명",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=054270&p_code=SWCON25300&p_subjt=SWCON253&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724125019
2025,1,국제,SWCON366-00,3D데이터처리(컴퓨터공학과),3,40,황효석,3.0,"월 12:00-13:15 (전137)
수 12:00-13:15 (전137)",영어(부분),True,본인 노트북으로 실습 (필요시 대여 가능) / 로봇소프트웨어 마이크로디그리 교과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055078&p_code=SWCON36600&p_subjt=SWCON366&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724125684
2025,1,국제,SWCON495-00,강화학습(컴퓨터공학과),4,40,황효석,3.0,"월 13:30-14:45 (B05)
수 13:30-14:45 (B05)",영어(부분),True,본인 노트북으로 실습 (필요시 대여 가능),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055078&p_code=SWCON49500&p_subjt=SWCON495&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724126330
2025,1,국제,CSE403-00,졸업논문(컴퓨터공학전공),4,154,김성태,.0,- (전205),,False,"4학년 2학기부터만 수강가능, 졸업프로젝트 D-이상 획득 필요",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055392&p_code=CSE40300&p_subjt=CSE403&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724126939
2025,1,국제,CSE203-02,컴퓨터구조,2,105,김성태,3.0,금 09:00-11:45 (글405),영어(부분),True,선수과목: 논리회로,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055392&p_code=CSE20302&p_subjt=CSE203&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724127570
2025,1,국제,CSE405-00,졸업프로젝트,4,120,김성태,3.0,금 19:00-21:45 (B09),,False,선수과목:캡스톤디자인 / 단일전공이수자만 해당/4학년 1학기부터 수강허용; OT(3/7(금) 19:00~) 및 최종평가(6/13(금) 19:00~) 반드시 참석 필요,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055392&p_code=CSE40500&p_subjt=CSE405&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724128132
2025,1,국제,CSE406-07,캡스톤디자인,4,8,김성태,3.0,월 19:00-21:45 (B09),,False,선수과목:디자인적사고 / 3학년 2학기부터 수강허용 OT 개별교수님 안내에 따름,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055392&p_code=CSE40607&p_subjt=CSE406&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724128803
2025,1,국제,CSE406-09,캡스톤디자인,4,8,최진우,3.0,월 19:00-21:45 (B09),,False,선수과목:디자인적사고 / 3학년 2학기부터 수강허용 OT 개별교수님 안내에 따름,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055393&p_code=CSE40609&p_subjt=CSE406&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724129419
2025,1,국제,SWCON253-02,기계학습(컴퓨터공학과),2,60,최진우,3.0,"화 13:30-14:45 (전136)
목 13:30-14:45 (전136)",영어(부분),True,"* 필수 선이수 교과: 웹/파이선프로그래밍, 미적분학, 선형대수 / * 권장 선이수 교과: 확률및랜덤변수, 인공지능수학, 인공지능프로그래밍 / 인공지능이론 마이크로디고리 과목명",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055393&p_code=SWCON25302&p_subjt=SWCON253&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724130134
2025,1,국제,CSE103-02,객체지향프로그래밍,1,150,최진우,3.0,"화 15:00-16:50 (전205)
목 15:00-16:50 (전205)",영어(부분),True,"본인 노트북으로 실습 (필요시 대여 가능), 실감미디어기술 마이크로디그리 교과목",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055393&p_code=CSE10302&p_subjt=CSE103&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724130953
2025,1,국제,EE210-01,신호와시스템(컴퓨터공학과),3,60,정해준,3.0,"월 12:00-13:15 (전227)
수 12:00-13:15 (전227)",,False,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=056156&p_code=EE21001&p_subjt=EE210&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724131646
2025,1,국제,EE211-03,확률및랜덤변수(컴퓨터공학과),2,60,최민석,3.0,"월 15:00-16:15 (전227)
수 15:00-16:15 (전227)",,False,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=056815&p_code=EE21103&p_subjt=EE211&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724132334
2025,1,국제,CSE104-00,실감미디어컴퓨팅기초,1,400,정원수,3.0,- (온라인),,False,"'웹/파이선프로그래밍' 과목 이수자 신청 불가, 중간(8주차) 기말(16주차) 금요일 09:00~12:00 시험실시, 실감미디어펀더멘털 마이크로디그리 교과목",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=057157&p_code=CSE10400&p_subjt=CSE104&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724133116
